Engine Information/Transmission,Engine Information/Engine Type,Engine Information/Engine Statistics/Horsepower,Engine Information/Engine Statistics/Torque,Engine Information/Hybrid,Engine Information/Number of Forward Gears,Engine Information/Driveline,Identification/Make,Identification/Model Year,Identification/ID,Identification/Classification,Identification/Year,Dimensions/Width,Dimensions/Length,Dimensions/Height,Fuel Information/Highway mpg,Fuel Information/City mph,Fuel Information/Fuel Type
6 Speed Manual,Mini 1.6L 4 Cylinder 121 hp 114 ft-lbs,121,114,FALSE,6,Front-wheel drive,MINI,2012 MINI Countryman,2012 MINI Cooper Countryman,Manual transmission,2012,252,11,26,35,27,Gasoline
6 Speed Automatic Select Shift,Mini 1.6L 4 Cylinder 121 hp 114 ft-lbs,121,114,FALSE,6,Front-wheel drive,MINI,2012 MINI Countryman,2012 MINI Cooper Countryman AT,Automatic transmission,2012,252,11,26,30,25,Gasoline
6 Speed Manual,Mini 1.6L 4 Cylinder 181 hp 177 ft-lbs Turbo,181,177,FALSE,6,Front-wheel drive,MINI,2012 MINI Countryman,2012 MINI Cooper S Countryman,Manual transmission,2012,252,13,26,32,26,Gasoline
6 Speed Automatic Select Shift,Mini 1.6L 4 Cylinder 181 hp 177 ft-lbs Turbo,181,177,FALSE,6,Front-wheel drive,MINI,2012 MINI Countryman,2012 MINI Cooper S Countryman AT,Automatic transmission,2012,252,13,26,32,25,Gasoline
6 Speed Manual,Mini 1.6L 4 Cylinder 181 hp 177 ft-lbs Turbo,181,177,FALSE,6,All-wheel drive,MINI,2012 MINI Countryman,2012 MINI Cooper S Countryman All4,Manual transmission,2012,252,13,26,31,25,Gasoline
6 Speed Automatic Select Shift,Mini 1.6L 4 Cylinder 181 hp 177 ft-lbs Turbo,181,177,FALSE,6,All-wheel drive,MINI,2012 MINI Countryman,2012 MINI Cooper S Countryman All4 AT,Automatic transmission,2012,252,13,26,30,23,Gasoline
6 Speed Manual,Mini 1.6L 4 Cylinder 121 hp 114 ft-lbs,121,114,FALSE,6,Front-wheel drive,MINI,2011 MINI Countryman,2011 MINI Cooper Countryman,Manual transmission,2011,252,11,26,35,28,Gasoline
6 Speed Automatic Select Shift,Mini 1.6L 4 Cylinder 121 hp 114 ft-lbs,121,114,FALSE,6,Front-wheel drive,MINI,2011 MINI Countryman,2011 MINI Cooper Countryman AT,Automatic transmission,2011,252,11,26,30,25,Gasoline
6 Speed Manual,Mini 1.6L 4 Cylinder 181 hp 177 ft-lbs Turbo,181,177,FALSE,6,Front-wheel drive,MINI,2011 MINI Countryman,2011 MINI Cooper S Countryman,Manual transmission,2011,252,13,26,32,26,Gasoline
6 Speed Automatic Select Shift,Mini 1.6L 4 Cylinder 181 hp 177 ft-lbs Turbo,181,177,FALSE,6,Front-wheel drive,MINI,2011 MINI Countryman,2011 MINI Cooper S Countryman AT,Automatic transmission,2011,252,13,26,32,25,Gasoline
6 Speed Manual,Mini 1.6L 4 Cylinder 181 hp 177 ft-lbs Turbo,181,177,FALSE,6,All-wheel drive,MINI,2011 MINI Countryman,2011 MINI Cooper S Countryman All4,Manual transmission,2011,252,13,26,31,25,Gasoline
6 Speed Automatic Select Shift,Mini 1.6L 4 Cylinder 181 hp 177 ft-lbs Turbo,181,177,FALSE,6,All-wheel drive,MINI,2011 MINI Countryman,2011 MINI Cooper S Countryman All4 AT,Automatic transmission,2011,252,13,26,30,23,Gasoline
4 Speed Automatic,Chevrolet 2.4L 4 Cylinder 169 hp 160 ft-lbs,169,160,FALSE,4,Front-wheel drive,Chevrolet,2010 Chevrolet Malibu,2010 Chevrolet Malibu LS,Automatic transmission,2010,249,7,170,30,22,Gasoline
4 Speed Automatic,Chevrolet 2.4L 4 Cylinder 170 hp 158 ft-lbs FFV,170,158,FALSE,4,Front-wheel drive,Chevrolet,2010 Chevrolet Malibu,2010 Chevrolet Malibu Fleet,Automatic transmission,2010,249,7,170,30,22,Gasoline
6 Speed Automatic Select Shift,Chevrolet 2.4L 4 Cylinder 169 hp 160 ft-lbs,169,160,FALSE,6,Front-wheel drive,Chevrolet,2010 Chevrolet Malibu,2010 Chevrolet Malibu 1LT,Automatic transmission,2010,249,7,170,33,22,Gasoline
6 Speed Automatic Select Shift,Chevrolet 2.4L 4 Cylinder 169 hp 160 ft-lbs,169,160,FALSE,6,Front-wheel drive,Chevrolet,2010 Chevrolet Malibu,2010 Chevrolet Malibu 2LT,Automatic transmission,2010,249,7,170,33,22,Gasoline
6 Speed Automatic Select Shift,Chevrolet 3.6L 6 Cylinder 252 hp 251 ft-lbs,252,251,FALSE,6,Front-wheel drive,Chevrolet,2010 Chevrolet Malibu,2010 Chevrolet Malibu 2LT V6,Automatic transmission,2010,249,7,170,26,17,Gasoline
6 Speed Automatic Select Shift,Chevrolet 2.4L 4 Cylinder 169 hp 160 ft-lbs,169,160,FALSE,6,Front-wheel drive,Chevrolet,2010 Chevrolet Malibu,2010 Chevrolet Malibu LTZ,Automatic transmission,2010,249,7,170,33,22,Gasoline
6 Speed Automatic Select Shift,Chevrolet 3.6L 6 Cylinder 252 hp 251 ft-lbs,252,251,FALSE,6,Front-wheel drive,Chevrolet,2010 Chevrolet Malibu,2010 Chevrolet Malibu LTZ V6,Automatic transmission,2010,249,7,170,26,17,Gasoline
6 Speed Manual,Lotus 1.8L 4 Cylinder 240 hp 170 ft-lbs S-charged,240,170,FALSE,6,Rear-wheel drive,Lotus,2011 Lotus Exige,2011 Lotus Exige S240,Manual transmission,2011,191,213,134,26,20,Gasoline
6 Speed Manual,Lotus 1.8L 4 Cylinder 257 hp 174 ft-lbs S-charged,257,174,FALSE,6,Rear-wheel drive,Lotus,2011 Lotus Exige,2011 Lotus Exige S260,Manual transmission,2011,191,213,134,26,20,Gasoline
6 Speed Manual,Lotus 1.8L 4 Cylinder 240 hp 170 ft-lbs S-charged,240,170,FALSE,6,Rear-wheel drive,Lotus,2010 Lotus Exige,2010 Lotus Exige S240,Manual transmission,2010,183,200,146,26,20,Gasoline
6 Speed Manual,Lotus 1.8L 4 Cylinder 240 hp 170 ft-lbs S-charged,240,170,FALSE,6,Rear-wheel drive,Lotus,2009 Lotus Exige,2009 Lotus Exige S240,Manual transmission,2009,191,200,144,26,20,Gasoline
6 Speed Manual,Lotus 1.8L 4 Cylinder 257 hp 174 ft-lbs S-charged,257,174,FALSE,6,Rear-wheel drive,Lotus,2009 Lotus Exige,2009 Lotus Exige S260,Manual transmission,2009,191,213,134,27,21,Gasoline
5 Speed Manual,Chevrolet 1.8L 4 Cylinder 138 hp 125 ft-lbs,138,125,FALSE,5,Front-wheel drive,Chevrolet,2012 Chevrolet Sonic Sedan,2012 Chevrolet Sonic Sedan 1LS,Manual transmission,2012,198,44,236,35,26,Gasoline
6 Speed Automatic,Chevrolet 1.8L 4 Cylinder 138 hp 125 ft-lbs,138,125,FALSE,6,Front-wheel drive,Chevrolet,2012 Chevrolet Sonic Sedan,2012 Chevrolet Sonic Sedan 2LS,Automatic transmission,2012,198,44,236,35,25,Gasoline
5 Speed Manual,Chevrolet 1.8L 4 Cylinder 138 hp 125 ft-lbs,138,125,FALSE,5,Front-wheel drive,Chevrolet,2012 Chevrolet Sonic Sedan,2012 Chevrolet Sonic Sedan 1LT,Manual transmission,2012,198,44,236,35,26,Gasoline
6 Speed Automatic,Chevrolet 1.8L 4 Cylinder 138 hp 125 ft-lbs,138,125,FALSE,6,Front-wheel drive,Chevrolet,2012 Chevrolet Sonic Sedan,2012 Chevrolet Sonic Sedan 2LT,Automatic transmission,2012,198,44,236,35,25,Gasoline
5 Speed Manual,Chevrolet 1.8L 4 Cylinder 138 hp 125 ft-lbs,138,125,FALSE,5,Front-wheel drive,Chevrolet,2012 Chevrolet Sonic Sedan,2012 Chevrolet Sonic Sedan 1LZ,Manual transmission,2012,198,44,236,35,26,Gasoline
6 Speed Automatic,Chevrolet 1.8L 4 Cylinder 138 hp 125 ft-lbs,138,125,FALSE,6,Front-wheel drive,Chevrolet,2012 Chevrolet Sonic Sedan,2012 Chevrolet Sonic Sedan 2LZ,Automatic transmission,2012,198,44,236,35,25,Gasoline
4 Speed Automatic,Chevrolet 2.4L 4 Cylinder 164 hp 159 ft-lbs Hybrid,164,159,TRUE,4,Front-wheel drive,Chevrolet,2010 Chevrolet Malibu Hybrid,2010 Chevrolet Malibu Hybrid Fleet,Automatic transmission,2010,249,7,170,34,26,Gasoline
6 Speed Automatic,Maserati 4.2L 8 Cylinder 405 hp 339 ft-lbs,405,339,FALSE,6,Rear-wheel drive,Maserati,2011 Maserati GranTurismo Coup,2011 Maserati GranTurismo Coup,Automatic transmission,2011,123,17,73,20,13,Gasoline
6 Speed Automatic,Maserati 4.7L 8 Cylinder 433 hp 361 ft-lbs,433,361,FALSE,6,Rear-wheel drive,Maserati,2011 Maserati GranTurismo Coup,2011 Maserati GranTurismo Coup S AT,Automatic transmission,2011,123,17,73,20,13,Gasoline
6 Speed Automatic,Maserati 4.2L 8 Cylinder 405 hp 339 ft-lbs,405,339,FALSE,6,Rear-wheel drive,Maserati,2010 Maserati GranTurismo Coup,2010 Maserati GranTurismo Coup,Automatic transmission,2010,123,17,73,19,12,Gasoline
6 Speed Automatic,Maserati 4.7L 8 Cylinder 433 hp 361 ft-lbs,433,361,FALSE,6,Rear-wheel drive,Maserati,2010 Maserati GranTurismo Coup,2010 Maserati GranTurismo Coup S AT,Automatic transmission,2010,123,17,73,19,12,Gasoline
6 Speed Automatic,Maserati 4.7L 8 Cylinder 433 hp 361 ft-lbs,433,361,FALSE,6,Rear-wheel drive,Maserati,2011 Maserati GranTurismo Convertible,2011 Maserati GranTurismo Convertible,Automatic transmission,2011,54,17,73,20,12,Gasoline
6 Speed Automatic,Maserati 4.7L 8 Cylinder 433 hp 361 ft-lbs,433,361,FALSE,6,Rear-wheel drive,Maserati,2010 Maserati GranTurismo Convertible,2010 Maserati GranTurismo Convertible,Automatic transmission,2010,123,17,73,19,12,Gasoline
6 Speed Automatic,Maserati 4.2L 8 Cylinder 400 hp 339 ft-lbs,400,339,FALSE,6,Rear-wheel drive,Maserati,2011 Maserati Quattroporte,2011 Maserati Quattroporte,Automatic transmission,2011,102,233,157,20,12,Gasoline
6 Speed Automatic,Maserati 4.7L 8 Cylinder 430 hp 361 ft-lbs,430,361,FALSE,6,Rear-wheel drive,Maserati,2011 Maserati Quattroporte,2011 Maserati Quattroporte S,Automatic transmission,2011,102,233,157,19,12,Gasoline
6 Speed Automatic,Maserati 4.7L 8 Cylinder 440 hp 361 ft-lbs,440,361,FALSE,6,Rear-wheel drive,Maserati,2011 Maserati Quattroporte,2011 Maserati Quattroporte Sport GT S,Automatic transmission,2011,102,233,142,19,12,Gasoline
6 Speed Manual,Jeep 3.8L 6 Cylinder 202 hp 237 ft-lbs,202,237,FALSE,6,Four-wheel drive,Jeep,2011 Jeep Wrangler,2011 Jeep Wrangler Sport,Manual transmission,2011,79,41,34,19,15,Gasoline
4 Speed Automatic,Jeep 3.8L 6 Cylinder 202 hp 237 ft-lbs,202,237,FALSE,4,Four-wheel drive,Jeep,2011 Jeep Wrangler,2011 Jeep Wrangler Sport AT,Automatic transmission,2011,79,41,34,19,15,Gasoline
6 Speed Manual,Jeep 3.8L 6 Cylinder 202 hp 237 ft-lbs,202,237,FALSE,6,Four-wheel drive,Jeep,2011 Jeep Wrangler,2011 Jeep Wrangler Sport S,Manual transmission,2011,79,41,34,19,15,Gasoline
4 Speed Automatic,Jeep 3.8L 6 Cylinder 202 hp 237 ft-lbs,202,237,FALSE,4,Four-wheel drive,Jeep,2011 Jeep Wrangler,2011 Jeep Wrangler Sport S AT,Automatic transmission,2011,79,41,34,19,15,Gasoline
6 Speed Manual,Jeep 3.8L 6 Cylinder 202 hp 237 ft-lbs,202,237,FALSE,6,Four-wheel drive,Jeep,2011 Jeep Wrangler,2011 Jeep Wrangler Sahara,Manual transmission,2011,79,41,34,19,15,Gasoline
4 Speed Automatic,Jeep 3.8L 6 Cylinder 202 hp 237 ft-lbs,202,237,FALSE,4,Four-wheel drive,Jeep,2011 Jeep Wrangler,2011 Jeep Wrangler Sahara AT,Automatic transmission,2011,79,41,34,19,15,Gasoline
6 Speed Manual,Jeep 3.8L 6 Cylinder 202 hp 237 ft-lbs,202,237,FALSE,6,Four-wheel drive,Jeep,2011 Jeep Wrangler,2011 Jeep Wrangler Sahara 70th Anniversary,Manual transmission,2011,79,41,34,19,15,Gasoline
4 Speed Automatic,Jeep 3.8L 6 Cylinder 202 hp 237 ft-lbs,202,237,FALSE,4,Four-wheel drive,Jeep,2011 Jeep Wrangler,2011 Jeep Wrangler Sahara 70th Anniversary AT,Automatic transmission,2011,79,41,34,19,15,Gasoline
6 Speed Manual,Jeep 3.8L 6 Cylinder 202 hp 237 ft-lbs,202,237,FALSE,6,Four-wheel drive,Jeep,2011 Jeep Wrangler,2011 Jeep Wrangler Mojave,Manual transmission,2011,79,41,8,19,15,Gasoline
4 Speed Automatic,Jeep 3.8L 6 Cylinder 202 hp 237 ft-lbs,202,237,FALSE,4,Four-wheel drive,Jeep,2011 Jeep Wrangler,2011 Jeep Wrangler Mojave AT,Automatic transmission,2011,79,41,8,19,15,Gasoline
6 Speed Manual,Jeep 3.8L 6 Cylinder 202 hp 237 ft-lbs,202,237,FALSE,6,Four-wheel drive,Jeep,2011 Jeep Wrangler,2011 Jeep Wrangler Rubicon,Manual transmission,2011,79,41,34,19,15,Gasoline
4 Speed Automatic,Jeep 3.8L 6 Cylinder 202 hp 237 ft-lbs,202,237,FALSE,4,Four-wheel drive,Jeep,2011 Jeep Wrangler,2011 Jeep Wrangler Rubicon AT,Automatic transmission,2011,79,41,34,19,15,Gasoline
6 Speed Manual,Jeep 3.8L 6 Cylinder 202 hp 237 ft-lbs,202,237,FALSE,6,Four-wheel drive,Jeep,2011 Jeep Wrangler,2011 Jeep Wrangler Unlimited Sport,Manual transmission,2011,85,52,6,19,15,Gasoline
4 Speed Automatic,Jeep 3.8L 6 Cylinder 202 hp 237 ft-lbs,202,237,FALSE,4,Four-wheel drive,Jeep,2011 Jeep Wrangler,2011 Jeep Wrangler Unlimited Sport AT,Automatic transmission,2011,85,52,6,19,15,Gasoline
6 Speed Manual,Jeep 3.8L 6 Cylinder 202 hp 237 ft-lbs,202,237,FALSE,6,Four-wheel drive,Jeep,2011 Jeep Wrangler,2011 Jeep Wrangler Unlimited Sport S,Manual transmission,2011,85,52,6,19,15,Gasoline
4 Speed Automatic,Jeep 3.8L 6 Cylinder 202 hp 237 ft-lbs,202,237,FALSE,4,Four-wheel drive,Jeep,2011 Jeep Wrangler,2011 Jeep Wrangler Unlimited Sport S AT,Automatic transmission,2011,85,52,6,19,15,Gasoline
4 Speed Automatic,Jeep 3.8L 6 Cylinder 202 hp 237 ft-lbs,202,237,FALSE,4,Four-wheel drive,Jeep,2011 Jeep Wrangler,2011 Jeep Wrangler Unlimited Sport RHD,Automatic transmission,2011,85,52,6,19,15,Gasoline
6 Speed Manual,Jeep 3.8L 6 Cylinder 202 hp 237 ft-lbs,202,237,FALSE,6,Four-wheel drive,Jeep,2011 Jeep Wrangler,2011 Jeep Wrangler Unlimited Sahara,Manual transmission,2011,85,52,6,19,15,Gasoline
4 Speed Automatic,Jeep 3.8L 6 Cylinder 202 hp 237 ft-lbs,202,237,FALSE,4,Four-wheel drive,Jeep,2011 Jeep Wrangler,2011 Jeep Wrangler Unlimited Sahara AT,Automatic transmission,2011,85,52,6,19,15,Gasoline
6 Speed Manual,Jeep 3.8L 6 Cylinder 202 hp 237 ft-lbs,202,237,FALSE,6,Four-wheel drive,Jeep,2011 Jeep Wrangler,2011 Jeep Wrangler Unlimited Sahara 70th Anniversary,Manual transmission,2011,85,52,39,19,15,Gasoline
4 Speed Automatic,Jeep 3.8L 6 Cylinder 202 hp 237 ft-lbs,202,237,FALSE,4,Four-wheel drive,Jeep,2011 Jeep Wrangler,2011 Jeep Wrangler Unlimited Sahara 70th Anniversary AT,Automatic transmission,2011,85,52,39,19,15,Gasoline
6 Speed Manual,Jeep 3.8L 6 Cylinder 202 hp 237 ft-lbs,202,237,FALSE,6,Four-wheel drive,Jeep,2011 Jeep Wrangler,2011 Jeep Wrangler Unlimited Mojave,Manual transmission,2011,85,52,6,19,15,Gasoline
4 Speed Automatic,Jeep 3.8L 6 Cylinder 202 hp 237 ft-lbs,202,237,FALSE,4,Four-wheel drive,Jeep,2011 Jeep Wrangler,2011 Jeep Wrangler Unlimited Mojave AT,Automatic transmission,2011,85,52,6,19,15,Gasoline
6 Speed Manual,Jeep 3.8L 6 Cylinder 202 hp 237 ft-lbs,202,237,FALSE,6,Four-wheel drive,Jeep,2011 Jeep Wrangler,2011 Jeep Wrangler Unlimited Rubicon,Manual transmission,2011,85,52,39,19,15,Gasoline
4 Speed Automatic,Jeep 3.8L 6 Cylinder 202 hp 237 ft-lbs,202,237,FALSE,4,Four-wheel drive,Jeep,2011 Jeep Wrangler,2011 Jeep Wrangler Unlimited Rubicon AT,Automatic transmission,2011,85,52,39,19,15,Gasoline
6 Speed Manual,Jeep 3.8L 6 Cylinder 205 hp 240 ft-lbs,205,240,FALSE,6,Four-wheel drive,Jeep,2010 Jeep Wrangler,2010 Jeep Wrangler Sport,Manual transmission,2010,55,41,8,19,15,Gasoline
4 Speed Automatic,Jeep 3.8L 6 Cylinder 205 hp 240 ft-lbs,205,240,FALSE,4,Four-wheel drive,Jeep,2010 Jeep Wrangler,2010 Jeep Wrangler Sport AT,Automatic transmission,2010,55,41,8,19,15,Gasoline
6 Speed Manual,Jeep 3.8L 6 Cylinder 205 hp 240 ft-lbs,205,240,FALSE,6,Four-wheel drive,Jeep,2010 Jeep Wrangler,2010 Jeep Wrangler Sahara,Manual transmission,2010,55,64,8,19,15,Gasoline
4 Speed Automatic,Jeep 3.8L 6 Cylinder 205 hp 240 ft-lbs,205,240,FALSE,4,Four-wheel drive,Jeep,2010 Jeep Wrangler,2010 Jeep Wrangler Sahara AT,Automatic transmission,2010,55,64,8,19,15,Gasoline
6 Speed Manual,Jeep 3.8L 6 Cylinder 205 hp 240 ft-lbs,205,240,FALSE,6,Four-wheel drive,Jeep,2010 Jeep Wrangler,2010 Jeep Wrangler Rubicon,Manual transmission,2010,55,64,8,19,15,Gasoline
4 Speed Automatic,Jeep 3.8L 6 Cylinder 205 hp 240 ft-lbs,205,240,FALSE,4,Four-wheel drive,Jeep,2010 Jeep Wrangler,2010 Jeep Wrangler Rubicon AT,Automatic transmission,2010,55,64,8,19,15,Gasoline
4 Speed Automatic,Jeep 3.8L 6 Cylinder 205 hp 240 ft-lbs,205,240,FALSE,4,Rear-wheel drive,Jeep,2010 Jeep Wrangler,2010 Jeep Wrangler Unlimited Sport,Automatic transmission,2010,55,57,6,20,15,Gasoline
6 Speed Manual,Jeep 3.8L 6 Cylinder 205 hp 240 ft-lbs,205,240,FALSE,6,Four-wheel drive,Jeep,2010 Jeep Wrangler,2010 Jeep Wrangler Unlimited Sport 4x4,Manual transmission,2010,55,57,6,19,15,Gasoline
4 Speed Automatic,Jeep 3.8L 6 Cylinder 205 hp 240 ft-lbs,205,240,FALSE,4,Four-wheel drive,Jeep,2010 Jeep Wrangler,2010 Jeep Wrangler Unlimited Sport AT 4x4,Automatic transmission,2010,55,57,6,19,15,Gasoline
4 Speed Automatic,Jeep 3.8L 6 Cylinder 205 hp 240 ft-lbs,205,240,FALSE,4,Rear-wheel drive,Jeep,2010 Jeep Wrangler,2010 Jeep Wrangler Unlimited Sahara,Automatic transmission,2010,55,75,6,20,15,Gasoline
6 Speed Manual,Jeep 3.8L 6 Cylinder 205 hp 240 ft-lbs,205,240,FALSE,6,Four-wheel drive,Jeep,2010 Jeep Wrangler,2010 Jeep Wrangler Unlimited Sahara 4x4,Manual transmission,2010,55,75,6,19,15,Gasoline
4 Speed Automatic,Jeep 3.8L 6 Cylinder 205 hp 240 ft-lbs,205,240,FALSE,4,Four-wheel drive,Jeep,2010 Jeep Wrangler,2010 Jeep Wrangler Unlimited Sahara AT 4x4,Automatic transmission,2010,55,75,6,19,15,Gasoline
6 Speed Manual,Jeep 3.8L 6 Cylinder 205 hp 240 ft-lbs,205,240,FALSE,6,Four-wheel drive,Jeep,2010 Jeep Wrangler,2010 Jeep Wrangler Unlimited Rubicon,Manual transmission,2010,55,75,6,19,15,Gasoline
4 Speed Automatic,Jeep 3.8L 6 Cylinder 205 hp 240 ft-lbs,205,240,FALSE,4,Four-wheel drive,Jeep,2010 Jeep Wrangler,2010 Jeep Wrangler Unlimited Rubicon AT,Automatic transmission,2010,55,75,6,19,15,Gasoline
4 Speed Automatic,Jeep 3.8L 6 Cylinder 205 hp 240 ft-lbs,205,240,FALSE,4,Four-wheel drive,Jeep,2010 Jeep Wrangler,2010 Jeep Wrangler Unlimited Sport RHD,Automatic transmission,2010,85,52,6,19,15,Gasoline
4 Speed Automatic,GMC 2.9L 4 Cylinder 185 hp 190 ft-lbs,185,190,FALSE,4,Rear-wheel drive,GMC,2010 GMC Canyon,2010 GMC Canyon WT 2WD AT,Automatic transmission,2010,181,22,127,25,18,Gasoline
5 Speed Manual,GMC 2.9L 4 Cylinder 185 hp 190 ft-lbs,185,190,FALSE,5,Four-wheel drive,GMC,2010 GMC Canyon,2010 GMC Canyon WT 4WD,Manual transmission,2010,206,22,181,24,18,Gasoline
4 Speed Automatic,GMC 2.9L 4 Cylinder 185 hp 190 ft-lbs,185,190,FALSE,4,Four-wheel drive,GMC,2010 GMC Canyon,2010 GMC Canyon WT 4WD AT,Automatic transmission,2010,206,22,181,23,17,Gasoline
4 Speed Automatic,GMC 3.7L 5 Cylinder 242 hp 242 ft-lbs,242,242,FALSE,4,Rear-wheel drive,GMC,2010 GMC Canyon,2010 GMC Canyon WT 2WD 3.7L,Automatic transmission,2010,181,22,127,23,17,Gasoline
4 Speed Automatic,GMC 3.7L 5 Cylinder 242 hp 242 ft-lbs,242,242,FALSE,4,Four-wheel drive,GMC,2010 GMC Canyon,2010 GMC Canyon WT 4WD 3.7L,Automatic transmission,2010,206,22,181,23,17,Gasoline
6 Speed Automatic,Maserati 4.2L 8 Cylinder 400 hp 339 ft-lbs,400,339,FALSE,6,Rear-wheel drive,Maserati,2010 Maserati Quattroporte,2010 Maserati Quattroporte,Automatic transmission,2010,102,233,157,20,12,Gasoline
6 Speed Automatic,Maserati 4.7L 8 Cylinder 425 hp 361 ft-lbs,425,361,FALSE,6,Rear-wheel drive,Maserati,2010 Maserati Quattroporte,2010 Maserati Quattroporte S,Automatic transmission,2010,102,233,157,19,12,Gasoline
6 Speed Automatic,Maserati 4.7L 8 Cylinder 433 hp 361 ft-lbs,433,361,FALSE,6,Rear-wheel drive,Maserati,2010 Maserati Quattroporte,2010 Maserati Quattroporte Sport GT S,Automatic transmission,2010,102,233,157,19,12,Gasoline
5 Speed Automatic,Honda 3.5L 6 Cylinder 250 hp 247 ft-lbs,250,247,FALSE,5,Four-wheel drive,Honda,2011 Honda Ridgeline,2011 Honda Ridgeline RT,Automatic transmission,2011,184,137,249,20,15,Gasoline
5 Speed Automatic,Honda 3.5L 6 Cylinder 250 hp 247 ft-lbs,250,247,FALSE,5,Four-wheel drive,Honda,2011 Honda Ridgeline,2011 Honda Ridgeline RTS,Automatic transmission,2011,184,137,249,20,15,Gasoline
5 Speed Automatic,Honda 3.5L 6 Cylinder 250 hp 247 ft-lbs,250,247,FALSE,5,Four-wheel drive,Honda,2011 Honda Ridgeline,2011 Honda Ridgeline RTL,Automatic transmission,2011,184,137,16,20,15,Gasoline
5 Speed Automatic,Honda 3.5L 6 Cylinder 250 hp 247 ft-lbs,250,247,FALSE,5,Four-wheel drive,Honda,2010 Honda Ridgeline,2010 Honda Ridgeline RT,Automatic transmission,2010,184,137,249,20,15,Gasoline
5 Speed Automatic,Honda 3.5L 6 Cylinder 250 hp 247 ft-lbs,250,247,FALSE,5,Four-wheel drive,Honda,2010 Honda Ridgeline,2010 Honda Ridgeline RTS,Automatic transmission,2010,184,137,249,20,15,Gasoline
5 Speed Automatic,Honda 3.5L 6 Cylinder 250 hp 247 ft-lbs,250,247,FALSE,5,Four-wheel drive,Honda,2010 Honda Ridgeline,2010 Honda Ridgeline RTL,Automatic transmission,2010,184,137,16,20,15,Gasoline
6 Speed Manual,Mini 1.6L 4 Cylinder 121 hp 114 ft-lbs,121,114,FALSE,6,Front-wheel drive,MINI,2012 MINI Cooper Coupe,2012 MINI Cooper Coupe,Manual transmission,2012,148,144,99,37,29,Gasoline
6 Speed Automatic Select Shift,Mini 1.6L 4 Cylinder 121 hp 114 ft-lbs,121,114,FALSE,6,Front-wheel drive,MINI,2012 MINI Cooper Coupe,2012 MINI Cooper Coupe AT,Automatic transmission,2012,148,144,99,36,28,Gasoline
6 Speed Manual,Mini 1.6L 4 Cylinder 181 hp 177 ft-lbs Turbo,181,177,FALSE,6,Front-wheel drive,MINI,2012 MINI Cooper Coupe,2012 MINI Cooper S Coupe,Manual transmission,2012,148,144,104,35,27,Gasoline
6 Speed Automatic Select Shift,Mini 1.6L 4 Cylinder 181 hp 177 ft-lbs Turbo,181,177,FALSE,6,Front-wheel drive,MINI,2012 MINI Cooper Coupe,2012 MINI Cooper S Coupe AT,Automatic transmission,2012,148,144,104,34,26,Gasoline
6 Speed Manual,MINI 1.6L 4 Cylinder 208 hp 192 ft-lbs Turbo,208,192,FALSE,6,Front-wheel drive,MINI,2012 MINI Cooper Coupe,2012 MINI John Cooper Works Coupe,Manual transmission,2012,148,175,104,33,25,Gasoline
4 Speed Automatic,Mercury 4.6L 8 cylinder 224hp 275 ft-lbs FFV,224,275,FALSE,4,Rear-wheel drive,Mercury,2011 Mercury Grand Marquis,2011 Mercury Grand Marquis LS,Automatic transmission,2011,196,8,150,17,12,E85
4 Speed Automatic,Mercury 4.6L 8 cylinder 224hp 275 ft-lbs FFV,224,275,FALSE,4,Rear-wheel drive,Mercury,2010 Mercury Grand Marquis,2010 Mercury Grand Marquis LS,Automatic transmission,2011,196,8,150,17,12,E85
6 Speed Automatic,Mercury 2.5L 4 cylinder 171 hp 171 ft-lbs,171,171,FALSE,6,Front-wheel drive,Mercury,2011 Mercury Mariner,2011 Mercury Mariner,Automatic transmission,2011,13,98,191,28,21,Gasoline
6 Speed Automatic,Mercury 2.5L 4 cylinder 171 hp 171 ft-lbs,171,171,FALSE,6,All-wheel drive,Mercury,2011 Mercury Mariner,2011 Mercury Mariner AWD,Automatic transmission,2011,13,98,191,26,20,Gasoline
6 Speed Automatic,Mercury 3.0L 6 Cylinder 240 hp 223 ft-lbs FFV,240,223,FALSE,6,Front-wheel drive,Mercury,2011 Mercury Mariner,2011 Mercury Mariner FFV,Automatic transmission,2011,13,98,191,19,14,E85
6 Speed Automatic,Mercury 3.0L 6 Cylinder 240 hp 223 ft-lbs FFV,240,223,FALSE,6,All-wheel drive,Mercury,2011 Mercury Mariner,2011 Mercury Mariner FFV AWD,Automatic transmission,2011,13,98,191,23,18,Gasoline
6 Speed Automatic,Mercury 2.5L 4 cylinder 171 hp 171 ft-lbs,171,171,FALSE,6,Front-wheel drive,Mercury,2011 Mercury Mariner,2011 Mercury Mariner Premier,Automatic transmission,2011,13,105,242,28,21,Gasoline
6 Speed Automatic,Mercury 2.5L 4 cylinder 171 hp 171 ft-lbs,171,171,FALSE,6,All-wheel drive,Mercury,2011 Mercury Mariner,2011 Mercury Mariner Premier AWD,Automatic transmission,2011,13,105,242,26,20,Gasoline
6 Speed Automatic,Mercury 3.0L 6 Cylinder 240 hp 223 ft-lbs FFV,240,223,FALSE,6,Front-wheel drive,Mercury,2011 Mercury Mariner,2011 Mercury Mariner Premier FFV,Automatic transmission,2011,13,105,242,19,14,E85
